keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
recipes for pork tenderloin,food-recipe,Food/Recipe,1,66,66,0,0,0,grillerhood.com/recipes-for-pork-tenderloin/,0
lamp chops recipe grilled,food-recipe,Food/Recipe,1,63,63,0,0,0,grillerhood.com/lamp-chops-recipe-grilled/,0
potato recipes for bbq,food-recipe,Food/Recipe,1,63,63,0,0,0,grillerhood.com/potato-recipes-for-bbq/,0
backyard bbq menu ideas,room-ideas,Garden/Outdoor,1,54,54,0,0,0,grillerhood.com/backyard-bbq-menu-ideas/,0
bbq grazing table ideas,product-specific,Garden/Outdoor,1,53,53,0,0,0,grillerhood.com/bbq-grazing-table-ideas/,0
back yard bbq ideas,room-ideas,Garden/Outdoor,1,52,52,0,0,0,grillerhood.com/back-yard-bbq-ideas/,0
ketchup bbq sauce easy,food-recipe,Food/Recipe,1,48,48,0,0,0,grillerhood.com/ketchup-bbq-sauce-easy/,0
smoked salmon rub recipe,food-recipe,Food/Recipe,1,47,47,0,0,0,grillerhood.com/smoked-salmon-rub-recipe/,0
bbq sides for a crowd,food-recipe,Food/Recipe,1,45,45,0,0,0,grillerhood.com/bbq-sides-for-a-crowd/,0
bbq sauce for pork,food-recipe,Food/Recipe,1,43,43,0,0,0,grillerhood.com/bbq-sauce-for-pork/,0
bbq party,wedding-event,Wedding/Craft,1,43,43,0,0,0,grillerhood.com/what-to-take-to-a-bbq-party/,0
themed bbq ideas summer parties,wedding-event,Wedding/Craft,1,42,42,0,0,0,grillerhood.com/themed-bbq-ideas-summer-parties/,0
backyard bbq party ideas,wedding-event,Garden/Outdoor,1,41,41,0,0,0,grillerhood.com/backyard-bbq-party-ideas/,0
easter bbq ideas parties,wedding-event,Wedding/Craft,1,40,40,0,0,0,grillerhood.com/easter-bbq-ideas-parties/,0
diy bbq pit ideas,diy-craft,Garden/Outdoor,1,39,39,0,0,0,grillerhood.com/diy-bbq-pit-ideas/,0
corn beef and cabbage recipe stove top,food-recipe,Food/Recipe,1,38,38,0,0,0,grillerhood.com/corn-beef-and-cabbage-recipe-stove-top/,0
diy built in bbq ideas outdoor barbeque,diy-craft,Garden/Outdoor,1,38,38,0,0,0,grillerhood.com/diy-built-in-bbq-ideas-outdoor-barbeque/,0
grilled lamb shank recipe,food-recipe,Food/Recipe,1,38,38,0,0,0,grillerhood.com/grilled-lamb-shank-recipe/,0
chinese bbq sauce recipe,food-recipe,Food/Recipe,1,37,37,0,0,0,grillerhood.com/chinese-bbq-sauce-recipe/,0
bbq chicken stovetop easy,food-recipe,Food/Recipe,1,36,36,0,0,0,grillerhood.com/bbq-chicken-stovetop-easy/,0
bbq pork bowl ideas,food-recipe,Food/Recipe,1,35,35,0,0,0,grillerhood.com/bbq-pork-bowl-ideas/,0
pork bbq filipino recipe,food-recipe,Food/Recipe,1,35,35,0,0,0,grillerhood.com/pork-bbq-filipino-recipe/,0
vegetarian bbq ideas grill,food-recipe,Food/Recipe,1,34,34,0,0,0,grillerhood.com/vegetarian-bbq-ideas-grill/,0
bbq wedding menu ideas,wedding-event,Wedding/Craft,1,33,33,0,0,0,grillerhood.com/bbq-wedding-menu-ideas/,0
tattoo cover up ideas for men forearm,tattoo,Tattoo,1,55,55,0,0,0,gentedge.com/tattoo-cover-up-ideas-for-men-forearm/,0
shirt and pants combinations for men,outfit-style,Styling,1,50,50,0,0,0,gentedge.com/shirt-and-pants-combinations-for-men/,0
black air force 1 outfit for men,outfit-style,Styling,1,43,43,0,0,0,gentedge.com/black-air-force-1-outfit-for-men/,0
j1 low outfit for men,outfit-style,Styling,1,40,40,0,0,0,gentedge.com/j1-low-outfit-for-men/,0
plus size men outfits summer,outfit-style,Styling,1,38,38,0,0,0,gentedge.com/plus-size-men-outfits-summer/,0
men s haircut for wavy hair,hair-beauty,Hair/Beauty,1,37,37,0,0,0,gentedge.com/men-s-haircut-for-wavy-hair/,0
haircuts for men with big heads,hair-beauty,Hair/Beauty,1,36,36,0,0,0,gentedge.com/haircuts-for-men-with-big-heads/,0
men s summer wedding guest attire,outfit-style,Styling,1,34,34,0,0,0,gentedge.com/men-s-summer-wedding-guest-attire/,0
tattoo ideas for men forearm quotes,tattoo,Tattoo,1,34,34,0,0,0,gentedge.com/tattoo-ideas-for-men-forearm-quotes/,0
henna tattoo designs for men,tattoo,Tattoo,1,33,33,0,0,0,gentedge.com/henna-tattoo-designs-for-men/,0
police tattoo ideas for men,tattoo,Tattoo,1,33,33,0,0,0,gentedge.com/police-tattoo-ideas-for-men/,0
hairstyles for men without beard,hair-beauty,Hair/Beauty,1,32,32,0,0,0,gentedge.com/hairstyles-for-men-without-beard/,0
coverup tattoo ideas for men arm,tattoo,Tattoo,1,26,26,0,0,0,gentedge.com/coverup-tattoo-ideas-for-men-arm/,0
daughter name tattoo for men,tattoo,Tattoo,1,26,26,0,0,0,gentedge.com/daughter-name-tattoo-for-men/,0
hand tattoo cover up ideas for men,tattoo,Tattoo,1,26,26,0,0,0,gentedge.com/hand-tattoo-cover-up-ideas-for-men/,0
tattoo for son for men,tattoo,Tattoo,1,26,26,0,0,0,gentedge.com/tattoo-for-son-for-men/,0
jamaican tattoo ideas for men,tattoo,Tattoo,1,25,25,0,0,0,gentedge.com/jamaican-tattoo-ideas-for-men/,0
tattoo ideas for men bible verse,tattoo,Tattoo,1,25,25,0,0,0,gentedge.com/tattoo-ideas-for-men-bible-verse/,0
cross tattoo for men forearm,tattoo,Tattoo,1,24,24,0,0,0,gentedge.com/cross-tattoo-for-men-forearm/,0
upper arm tattoo men half sleeves ideas,tattoo,Tattoo,1,24,24,0,0,0,gentedge.com/upper-arm-tattoo-men-half-sleeves-ideas/,0
braids for men short hair,hair-beauty,Hair/Beauty,1,21,21,0,0,0,gentedge.com/braids-for-men-short-hair/,0
half chest tattoo men ideas,tattoo,Tattoo,1,21,21,0,0,0,gentedge.com/half-chest-tattoo-men-ideas/,0
tattoo ideas for men thighs,tattoo,Tattoo,1,21,21,0,0,0,gentedge.com/tattoo-ideas-for-men-thighs/,0
blue jeans outfit men summer,outfit-style,Styling,1,20,20,0,0,0,gentedge.com/blue-jeans-outfit-men-summer/,0
swallow tattoo design for men,tattoo,Tattoo,1,20,20,0,0,0,gentedge.com/swallow-tattoo-design-for-men/,0
t bag prison break,pop-culture,Other,1,20,20,0,0,0,gentedge.com/t-bag-prison-break/,0
high school prom outfits for guys,outfit-style,Styling,1,19,19,0,0,0,gentedge.com/high-school-prom-outfits-for-guys/,0
outfit ideas for men aesthetic,outfit-style,Styling,1,19,19,0,0,0,gentedge.com/outfit-ideas-for-men-aesthetic/,0
tattoo ideas for men sleeve angel,tattoo,Tattoo,1,19,19,0,0,0,gentedge.com/tattoo-ideas-for-men-sleeve-angel/,0
aries tattoo for men design,tattoo,Tattoo,1,18,18,0,0,0,gentedge.com/aries-tattoo-for-men-design/,0
best wedding suits for men,outfit-style,Styling,1,18,18,0,0,0,gentedge.com/best-wedding-suits-for-men/,0
small tattoo ideas for women with meaning,tattoo,Tattoo,1,66,66,0,0,0,femshades.com/small-tattoo-ideas-for-women-with-meaning/,0
outfits to wear to a birthday party,outfit-style,Styling,1,65,65,0,0,0,femshades.com/outfits-to-wear-to-a-birthday-party/,0
tattoo cover up ideas for women wrist,tattoo,Tattoo,1,65,65,0,0,0,femshades.com/tattoo-cover-up-ideas-for-women-wrist/,0
tattoo cover up ideas for women forearm,tattoo,Tattoo,1,59,59,0,0,0,femshades.com/tattoo-cover-up-ideas-for-women-forearm/,0
tattoo ideas on chest for women,tattoo,Tattoo,1,58,58,0,0,0,femshades.com/tattoo-ideas-on-chest-for-women/,0
true summer color palette nail polish,hair-beauty,Hair/Beauty,1,58,58,0,0,0,femshades.com/true-summer-color-palette-nail-polish/,0
easy nail designs for beginners simple do it yourself,hair-beauty,Hair/Beauty,1,55,55,0,0,0,femshades.com/easy-nail-designs-for-beginners-simple-do-it-yourself/,0
tattoo cover up ideas for women chest,tattoo,Tattoo,1,43,43,0,0,0,femshades.com/tattoo-cover-up-ideas-for-women-chest/,0
best skincare products for oily acne prone skin,hair-beauty,Hair/Beauty,1,40,40,0,0,0,femshades.com/best-skincare-products-for-oily-acne-prone-skin/,0
lower back tattoo ideas for women,tattoo,Tattoo,1,31,31,0,0,0,femshades.com/lower-back-tattoo-ideas-for-women/,0
nail color for warm skin tone,hair-beauty,Hair/Beauty,1,31,31,0,0,0,femshades.com/nail-color-for-warm-skin-tone/,0
tattoo cover up ideas for women,tattoo,Tattoo,1,31,31,0,0,0,femshades.com/tattoo-cover-up-ideas-for-women/,0
nail colors for olive skin tone,hair-beauty,Hair/Beauty,1,29,29,0,0,0,femshades.com/nail-colors-for-olive-skin-tone/,0
skincare routine for oily acne skin,hair-beauty,Hair/Beauty,1,28,28,0,0,0,femshades.com/skincare-routine-for-oily-acne-skin/,0
best nail color for short nails,hair-beauty,Hair/Beauty,1,27,27,0,0,0,femshades.com/best-nail-color-for-short-nails/,0
best nail color for tan skin,hair-beauty,Hair/Beauty,1,27,27,0,0,0,femshades.com/best-nail-color-for-tan-skin/,0
best nail colour for brown skin,hair-beauty,Hair/Beauty,1,26,26,0,0,0,femshades.com/best-nail-colour-for-brown-skin/,0
ankle tattoo cover up ideas for women,tattoo,Tattoo,1,25,25,0,0,0,femshades.com/ankle-tattoo-cover-up-ideas-for-women/,0
affordable skincare products for dry skin,hair-beauty,Hair/Beauty,1,24,24,0,0,0,femshades.com/affordable-skincare-products-for-dry-skin/,0
female sleeve tattoo ideas for women,tattoo,Tattoo,1,24,24,0,0,0,femshades.com/female-sleeve-tattoo-ideas-for-women/,0
toe nail colors for dark skin,hair-beauty,Hair/Beauty,1,23,23,0,0,0,femshades.com/toe-nail-colors-for-dark-skin/,0
nail color for cool skin tone,hair-beauty,Hair/Beauty,1,22,22,0,0,0,femshades.com/nail-color-for-cool-skin-tone/,0
nail color for light skin tone,hair-beauty,Hair/Beauty,1,22,22,0,0,0,femshades.com/nail-color-for-light-skin-tone/,0
dark tattoo cover up ideas for women,tattoo,Tattoo,1,21,21,0,0,0,femshades.com/dark-tattoo-cover-up-ideas-for-women/,0
easy gel nail art for beginners,hair-beauty,Hair/Beauty,1,21,21,0,0,0,femshades.com/easy-gel-nail-art-for-beginners/,0
hand tattoo cover up ideas for women,tattoo,Tattoo,1,21,21,0,0,0,femshades.com/hand-tattoo-cover-up-ideas-for-women/,0
birthday gift ideas for mom,general,Lifestyle,1,81,81,0,0,0,chicceremony.com/birthday-gift-ideas-for-mom/,0
wedding anniversary party ideas,wedding-event,Wedding/Craft,1,65,65,0,0,0,chicceremony.com/wedding-anniversary-party-ideas/,0
wedding decor ideas on a budget,wedding-event,Wedding/Craft,1,59,59,0,0,0,chicceremony.com/wedding-decor-ideas-on-a-budget/,0
repurposed wedding dress ideas,wedding-event,Wedding/Craft,1,53,53,0,0,0,chicceremony.com/repurposed-wedding-dress-ideas/,0
dollar tree wedding ideas,wedding-event,Wedding/Craft,1,52,52,0,0,0,chicceremony.com/dollar-tree-wedding-ideas/,0
unique wedding ceremony ideas,wedding-event,Wedding/Craft,1,46,46,0,0,0,chicceremony.com/unique-wedding-ceremony-ideas/,0
parent wedding gift ideas,wedding-event,Wedding/Craft,1,45,45,0,0,0,chicceremony.com/parent-wedding-gift-ideas/,0
backyard wedding food ideas,wedding-event,Wedding/Craft,1,43,43,0,0,0,chicceremony.com/backyard-wedding-food-ideas/,0
coffee themed bridal shower ideas,wedding-event,Wedding/Craft,1,42,42,0,0,0,chicceremony.com/coffee-themed-bridal-shower-ideas/,0
small wedding cake ideas,wedding-event,Wedding/Craft,1,37,37,0,0,0,chicceremony.com/small-wedding-cake-ideas/,0
40th wedding anniversary party ideas,wedding-event,Wedding/Craft,1,36,36,0,0,0,chicceremony.com/40th-wedding-anniversary-party-ideas/,0
wedding welcome party ideas,wedding-event,Wedding/Craft,1,35,35,0,0,0,chicceremony.com/wedding-welcome-party-ideas/,0
wedding rehearsal dinner ideas outfit,outfit-style,Styling,1,34,34,0,0,0,chicceremony.com/wedding-rehearsal-dinner-ideas-outfit/,0
wedding table name ideas,wedding-event,Wedding/Craft,1,34,34,0,0,0,chicceremony.com/wedding-table-name-ideas/,0
20th wedding anniversary ideas,wedding-event,Wedding/Craft,1,31,31,0,0,0,chicceremony.com/20th-wedding-anniversary-ideas/,0
cupcake display ideas wedding,wedding-event,Wedding/Craft,1,30,30,0,0,0,chicceremony.com/cupcake-display-ideas-wedding/,0
outdoor wedding dress ideas,outfit-style,Styling,1,30,30,0,0,0,chicceremony.com/outdoor-wedding-dress-ideas/,0
wedding cake table ideas,wedding-event,Wedding/Craft,1,28,28,0,0,0,chicceremony.com/wedding-cake-table-ideas/,0
wedding table setting ideas,wedding-event,Wedding/Craft,1,28,28,0,0,0,chicceremony.com/wedding-table-setting-ideas/,0
wedding sheet cake ideas,wedding-event,Wedding/Craft,1,27,27,0,0,0,chicceremony.com/wedding-sheet-cake-ideas/,0
wedding gift bag ideas,wedding-event,Wedding/Craft,1,26,26,0,0,0,chicceremony.com/wedding-gift-bag-ideas/,0
wedding guest gift ideas,wedding-event,Wedding/Craft,1,26,26,0,0,0,chicceremony.com/wedding-guest-gift-ideas/,0
50 wedding anniversary party ideas,wedding-event,Wedding/Craft,1,23,23,0,0,0,chicceremony.com/50-wedding-anniversary-party-ideas/,0
wedding head table ideas,wedding-event,Wedding/Craft,1,23,23,0,0,0,chicceremony.com/wedding-head-table-ideas/,0
wedding cocktail hour ideas,wedding-event,Wedding/Craft,1,22,22,0,0,0,chicceremony.com/wedding-cocktail-hour-ideas/,0
wedding photo booth ideas,wedding-event,Wedding/Craft,1,22,22,0,0,0,chicceremony.com/wedding-photo-booth-ideas/,0
alice in wonderland birthday party ideas,wedding-event,Wedding/Craft,1,21,21,0,0,0,chicceremony.com/alice-in-wonderland-birthday-party-ideas/,0
packing ideas for wedding,wedding-event,Wedding/Craft,1,21,21,0,0,0,chicceremony.com/packing-ideas-for-wedding/,0
wedding gift card ideas,wedding-event,Wedding/Craft,1,21,21,0,0,0,chicceremony.com/wedding-gift-card-ideas/,0
ranch style front porch ideas,room-ideas,Home Decor,1,75,75,0,0,0,softlyoutdoor.com/ranch-style-front-porch-ideas/,0
front porch seating ideas,room-ideas,Home Decor,1,70,70,0,0,0,softlyoutdoor.com/front-porch-seating-ideas/,0
enclosed porch ideas on a budget,room-ideas,Home Decor,1,62,62,0,0,0,softlyoutdoor.com/enclosed-porch-ideas-on-a-budget/,0
front porch stairs ideas,room-ideas,Home Decor,1,45,45,0,0,0,softlyoutdoor.com/front-porch-stairs-ideas/,0
front porch roof ideas,room-ideas,Home Decor,1,37,37,0,0,0,softlyoutdoor.com/front-porch-roof-ideas/,0
covered patio ideas with fireplace,room-ideas,Garden/Outdoor,1,33,33,0,0,0,softlyoutdoor.com/covered-patio-ideas-with-fireplace/,0
enclosed patio ideas sunroom,room-ideas,Garden/Outdoor,1,31,31,0,0,0,softlyoutdoor.com/enclosed-patio-ideas-sunroom/,0
front porch deck ideas,room-ideas,Home Decor,1,30,30,0,0,0,softlyoutdoor.com/front-porch-deck-ideas/,0
swimming pool fence ideas,product-specific,Garden/Outdoor,1,28,28,0,0,0,softlyoutdoor.com/swimming-pool-fence-ideas/,0
iron porch railing ideas,product-specific,Home Decor,1,27,27,0,0,0,softlyoutdoor.com/iron-porch-railing-ideas/,0
salt and pepper hair color ideas,hair-beauty,Hair/Beauty,1,111,111,0,0,0,hairflowy.com/salt-and-pepper-hair-color-ideas/,0
wavy hair with curtain bangs,hair-beauty,Hair/Beauty,1,66,66,0,0,0,hairflowy.com/wavy-hair-with-curtain-bangs/,0
natural wavy haircuts,hair-beauty,Hair/Beauty,1,50,50,0,0,0,hairflowy.com/natural-wavy-haircuts/,0
caramel hair color ideas,hair-beauty,Hair/Beauty,1,38,38,0,0,0,hairflowy.com/caramel-hair-color-ideas/,0
short haircuts for women over 50,hair-beauty,Hair/Beauty,1,38,38,0,0,0,hairflowy.com/short-haircuts-for-women-over-50/,0
dance hairstyle ideas,hair-beauty,Hair/Beauty,1,36,36,0,0,0,hairflowy.com/dance-hairstyle-ideas/,0
hair color dye ideas,hair-beauty,Hair/Beauty,1,36,36,0,0,0,hairflowy.com/hair-color-dye-ideas/,0
easy ponytail hairstyles,hair-beauty,Hair/Beauty,1,34,34,0,0,0,hairflowy.com/easy-ponytail-hairstyles/,0
hair color foils ideas,hair-beauty,Hair/Beauty,1,32,32,0,0,0,hairflowy.com/hair-color-foils-ideas/,0
haircuts for round faces,hair-beauty,Hair/Beauty,1,30,30,0,0,0,hairflowy.com/haircuts-for-round-faces/,0
indian hair color ideas,hair-beauty,Hair/Beauty,1,29,29,0,0,0,hairflowy.com/indian-hair-color-ideas/,0
front hairstyle ideas,hair-beauty,Hair/Beauty,1,27,27,0,0,0,hairflowy.com/front-hairstyle-ideas/,0
mixed hair color ideas,hair-beauty,Hair/Beauty,1,27,27,0,0,0,hairflowy.com/mixed-hair-color-ideas/,0
peekaboo hair color ideas,hair-beauty,Hair/Beauty,1,27,27,0,0,0,hairflowy.com/peekaboo-hair-color-ideas/,0
crazy hairstyle ideas,hair-beauty,Hair/Beauty,1,26,26,0,0,0,hairflowy.com/crazy-hairstyle-ideas/,0
hairstyles for high neck dresses,hair-beauty,Hair/Beauty,1,26,26,0,0,0,hairflowy.com/hairstyles-for-high-neck-dresses/,0
hair color ideas from blonde to brown,hair-beauty,Hair/Beauty,1,25,25,0,0,0,hairflowy.com/hair-color-ideas-from-blonde-to-brown/,0
look younger color ideas hair color for over 60,hair-beauty,Hair/Beauty,1,25,25,0,0,0,hairflowy.com/look-younger-color-ideas-hair-color-for-over-60/,0
blue hair color ideas,hair-beauty,Hair/Beauty,1,24,24,0,0,0,hairflowy.com/blue-hair-color-ideas/,0
hair color ideas for women over 50,hair-beauty,Hair/Beauty,1,23,23,0,0,0,hairflowy.com/hair-color-ideas-for-women-over-50/,0
hairstyles for big foreheads,hair-beauty,Hair/Beauty,1,23,23,0,0,0,hairflowy.com/hairstyles-for-big-foreheads/,0
orange hair color ideas,hair-beauty,Hair/Beauty,1,23,23,0,0,0,hairflowy.com/orange-hair-color-ideas/,0
quick hairstyle ideas,hair-beauty,Hair/Beauty,1,23,23,0,0,0,hairflowy.com/quick-hairstyle-ideas/,0
short hair color ideas,hair-beauty,Hair/Beauty,1,22,22,0,0,0,hairflowy.com/short-hair-color-ideas/,0
hairstyle ideas for long thin hair,hair-beauty,Hair/Beauty,1,21,21,0,0,0,hairflowy.com/hairstyle-ideas-for-long-thin-hair/,0
hairstyles for damaged hair,hair-beauty,Hair/Beauty,1,21,21,0,0,0,hairflowy.com/hairstyles-for-damaged-hair/,0
one shoulder dress hairstyles,hair-beauty,Hair/Beauty,1,21,21,0,0,0,hairflowy.com/one-shoulder-dress-hairstyles/,0
hairstyle ideas for natural curly hair,hair-beauty,Hair/Beauty,1,20,20,0,0,0,hairflowy.com/hairstyle-ideas-for-natural-curly-hair/,0
hairstyle put up ideas,hair-beauty,Hair/Beauty,1,20,20,0,0,0,hairflowy.com/hairstyle-put-up-ideas/,0
hairstyles for extensions,hair-beauty,Hair/Beauty,1,20,20,0,0,0,hairflowy.com/hairstyles-for-extensions/,0
easy hairstyles for medium length hair,hair-beauty,Hair/Beauty,1,19,19,0,0,0,hairflowy.com/easy-hairstyles-for-medium-length-hair/,0
hairstyle ideas for the races,hair-beauty,Hair/Beauty,1,19,19,0,0,0,hairflowy.com/hairstyle-ideas-for-the-races/,0
blunt shoulder length haircuts,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/blunt-shoulder-length-haircuts/,0
fair skin hair color ideas,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/fair-skin-hair-color-ideas/,0
haircuts for pear shaped faces,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/haircuts-for-pear-shaped-faces/,0
hairstyle ideas for thick hair,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/hairstyle-ideas-for-thick-hair/,0
hairstyles for growing out bangs,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/hairstyles-for-growing-out-bangs/,0
mother of groom hairstyles,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/mother-of-groom-hairstyles/,0
new hairstyle ideas,hair-beauty,Hair/Beauty,1,18,18,0,0,0,hairflowy.com/new-hairstyle-ideas/,0
nail art design ideas,hair-beauty,Hair/Beauty,1,108,108,0,0,0,nailiri.com/nail-art-design-ideas/,0
nail gel ideas,hair-beauty,Hair/Beauty,1,52,52,0,0,0,nailiri.com/nail-gel-ideas/,0
nail ideas for easter,hair-beauty,Hair/Beauty,1,47,47,0,0,0,nailiri.com/nail-ideas-for-easter/,0
easy nail ideas,hair-beauty,Hair/Beauty,1,42,42,0,0,0,nailiri.com/easy-nail-ideas/,0
popular nail ideas,hair-beauty,Hair/Beauty,1,28,28,0,0,0,nailiri.com/popular-nail-ideas/,0
biab nail ideas,hair-beauty,Hair/Beauty,1,24,24,0,0,0,nailiri.com/biab-nail-ideas/,0
dip nail ideas,hair-beauty,Hair/Beauty,1,23,23,0,0,0,nailiri.com/dip-nail-ideas/,0
nail and screw storage ideas,product-specific,Home Decor,1,23,23,0,0,0,nailiri.com/nail-and-screw-storage-ideas/,0
nail color combination ideas,hair-beauty,Hair/Beauty,1,23,23,0,0,0,nailiri.com/nail-color-combination-ideas/,0
flower nail ideas,hair-beauty,Hair/Beauty,1,22,22,0,0,0,nailiri.com/flower-nail-ideas/,0
gel x nail ideas,hair-beauty,Hair/Beauty,1,20,20,0,0,0,nailiri.com/gel-x-nail-ideas/,0
men s nail ideas,hair-beauty,Hair/Beauty,1,20,20,0,0,0,nailiri.com/men-s-nail-ideas/,0
pastel nail ideas,hair-beauty,Hair/Beauty,1,20,20,0,0,0,nailiri.com/pastel-nail-ideas/,0
birthday nail ideas,hair-beauty,Hair/Beauty,1,18,18,0,0,0,nailiri.com/birthday-nail-ideas/,0
bright nail ideas,hair-beauty,Hair/Beauty,1,18,18,0,0,0,nailiri.com/bright-nail-ideas/,0
gold nail ideas,hair-beauty,Hair/Beauty,1,16,16,0,0,0,nailiri.com/gold-nail-ideas/,0
nail ideas for 10 year olds,hair-beauty,Hair/Beauty,1,16,16,0,0,0,nailiri.com/nail-ideas-for-10-year-olds/,0
paper nail ideas,hair-beauty,Hair/Beauty,1,16,16,0,0,0,nailiri.com/paper-nail-ideas/,0
pink wedding nails,wedding-event,Wedding/Craft,1,16,16,0,0,0,nailiri.com/pink-wedding-nails/,0
acrylic nail ideas,hair-beauty,Hair/Beauty,1,15,15,0,0,0,nailiri.com/acrylic-nail-ideas/,0
black and white nail ideas,hair-beauty,Hair/Beauty,1,15,15,0,0,0,nailiri.com/black-and-white-nail-ideas/,0
dark nail ideas,hair-beauty,Hair/Beauty,1,15,15,0,0,0,nailiri.com/dark-nail-ideas/,0
nail shape ideas,hair-beauty,Hair/Beauty,1,15,15,0,0,0,nailiri.com/nail-shape-ideas/,0
natural gel nail ideas,hair-beauty,Hair/Beauty,1,15,15,0,0,0,nailiri.com/natural-gel-nail-ideas/,0
